# t K U E
0.53 1.97982 22.0998 24.0796
0.531 1.98707 22.0925 24.0796
0.532 1.99433 22.0852 24.0796
0.533 2.00161 22.078 24.0796
0.534 2.00889 22.0707 24.0796
0.535 2.01619 22.0634 24.0796
0.536 2.02351 22.0561 24.0796
0.537 2.03083 22.0487 24.0796
0.538 2.03816 22.0414 24.0796
0.539 2.04551 22.0341 24.0796
0.54 2.05287 22.0267 24.0796
0.541 2.06024 22.0193 24.0796
0.542 2.06763 22.0119 24.0796
0.543 2.07502 22.0045 24.0796
0.544 2.08243 21.9971 24.0796
0.545 2.08985 21.9897 24.0796
0.546 2.09728 21.9823 24.0796
0.547 2.10472 21.9748 24.0796
0.548 2.11218 21.9674 24.0796
0.549 2.11965 21.9599 24.0796
0.55 2.12712 21.9524 24.0796
0.551 2.13462 21.945 24.0796
0.552 2.14212 21.9374 24.0796
0.553 2.14963 21.9299 24.0796
0.554 2.15716 21.9224 24.0796
0.555 2.1647 21.9149 24.0796
0.556 2.17225 21.9073 24.0796
0.557 2.17981 21.8998 24.0796
0.558 2.18738 21.8922 24.0796
0.559 2.19497 21.8846 24.0796
0.56 2.20257 21.877 24.0796
0.561 2.21018 21.8694 24.0796
0.562 2.2178 21.8618 24.0796
0.563 2.22543 21.8541 24.0796
0.564 2.23307 21.8465 24.0796
0.565 2.24073 21.8388 24.0796
0.566 2.2484 21.8312 24.0796
0.567 2.25608 21.8235 24.0796
0.568 2.26377 21.8158 24.0796
0.569 2.27147 21.8081 24.0796
0.57 2.27919 21.8004 24.0796
0.571 2.28692 21.7927 24.0796
0.572 2.29465 21.7849 24.0796
0.573 2.3024 21.7772 24.0796
0.574 2.31017 21.7694 24.0796
0.575 2.31794 21.7616 24.0796
0.576 2.32572 21.7538 24.0796
0.577 2.33352 21.746 24.0796
0.578 2.34133 21.7382 24.0796
0.579 2.34915 21.7304 24.0796
0.58 2.35698 21.7226 24.0796
0.581 2.36482 21.7147 24.0796
0.582 2.37268 21.7069 24.0796
0.583 2.38055 21.699 24.0796
0.584 2.38842 21.6911 24.0796
0.585 2.39631 21.6833 24.0796
0.586 2.40422 21.6754 24.0796
0.587 2.41213 21.6674 24.0796
0.588 2.42005 21.6595 24.0796
0.589 2.42799 21.6516 24.0796
0.59 2.43594 21.6436 24.0796
0.591 2.44389 21.6357 24.0796
0.592 2.45186 21.6277 24.0796
0.593 2.45985 21.6197 24.0796
0.594 2.46784 21.6117 24.0796
0.595 2.47585 21.6037 24.0796
0.596 2.48386 21.5957 24.0796
0.597 2.49189 21.5877 24.0796
0.598 2.49993 21.5796 24.0796
0.599 2.50798 21.5716 24.0796
0.6 2.51604 21.5635 24.0796
0.601 2.52412 21.5555 24.0796
0.602 2.5322 21.5474 24.0796
0.603 2.5403 21.5393 24.0796
0.604 2.5484 21.5312 24.0796
0.605 2.55652 21.523 24.0796
0.606 2.56465 21.5149 24.0796
0.607 2.5728 21.5068 24.0796
0.608 2.58095 21.4986 24.0796
0.609 2.58911 21.4905 24.0796
0.61 2.59729 21.4823 24.0796
0.611 2.60548 21.4741 24.0796
0.612 2.61368 21.4659 24.0796
0.613 2.62189 21.4577 24.0796
0.614 2.63011 21.4495 24.0796
0.615 2.63834 21.4412 24.0796
0.616 2.64658 21.433 24.0796
0.617 2.65484 21.4247 24.0796
0.618 2.66311 21.4165 24.0796
0.619 2.67138 21.4082 24.0796
0.62 2.67967 21.3999 24.0796
0.621 2.68797 21.3916 24.0796
0.622 2.69628 21.3833 24.0796
0.623 2.70461 21.375 24.0796
0.624 2.71294 21.3666 24.0796
0.625 2.72128 21.3583 24.0796
0.626 2.72964 21.3499 24.0796
0.627 2.73801 21.3416 24.0796
0.628 2.74639 21.3332 24.0796
0.629 2.75477 21.3248 24.0796
0.63 2.76318 21.3164 24.0796
0.631 2.77159 21.308 24.0796
0.632 2.78001 21.2996 24.0796
0.633 2.78844 21.2911 24.0796
0.634 2.79689 21.2827 24.0796
0.635 2.80535 21.2742 24.0796
0.636 2.81381 21.2658 24.0796
0.637 2.82229 21.2573 24.0796
0.638 2.83078 21.2488 24.0796
0.639 2.83928 21.2403 24.0796
0.64 2.84779 21.2318 24.0796
0.641 2.85631 21.2233 24.0796
0.642 2.86485 21.2147 24.0796
0.643 2.87339 21.2062 24.0796
0.644 2.88195 21.1976 24.0796
0.645 2.89051 21.1891 24.0796
0.646 2.89909 21.1805 24.0796
0.647 2.90768 21.1719 24.0796
0.648 2.91628 21.1633 24.0796
0.649 2.92489 21.1547 24.0796
0.65 2.93351 21.1461 24.0796
0.651 2.94214 21.1374 24.0796
0.652 2.95079 21.1288 24.0796
0.653 2.95944 21.1201 24.0796
0.654 2.96811 21.1115 24.0796
0.655 2.97678 21.1028 24.0796
0.656 2.98547 21.0941 24.0796
0.657 2.99416 21.0854 24.0796
0.658 3.00287 21.0767 24.0796
0.659 3.01159 21.068 24.0796
0.66 3.02032 21.0592 24.0796
0.661 3.02906 21.0505 24.0796
0.662 3.03781 21.0418 24.0796
0.663 3.04658 21.033 24.0796
0.664 3.05535 21.0242 24.0796
