# t K U E
0.436 5.00014 5.53063e-05 5.00019
0.437 5.00014 5.51569e-05 5.00019
0.438 5.00014 5.5008e-05 5.00019
0.439 5.00014 5.48595e-05 5.00019
0.44 5.00014 5.47114e-05 5.00019
0.441 5.00014 5.45638e-05 5.00019
0.442 5.00014 5.44166e-05 5.00019
0.443 5.00014 5.42699e-05 5.00019
0.444 5.00014 5.41235e-05 5.00019
0.445 5.00014 5.39776e-05 5.00019
0.446 5.00014 5.38321e-05 5.00019
0.447 5.00014 5.36871e-05 5.00019
0.448 5.00014 5.35425e-05 5.00019
0.449 5.00014 5.33983e-05 5.00019
0.45 5.00014 5.32545e-05 5.00019
0.451 5.00014 5.31111e-05 5.00019
0.452 5.00014 5.29682e-05 5.00019
0.453 5.00014 5.28256e-05 5.00019
0.454 5.00014 5.26835e-05 5.00019
0.455 5.00014 5.25418e-05 5.00019
0.456 5.00014 5.24005e-05 5.00019
0.457 5.00014 5.22596e-05 5.00019
0.458 5.00014 5.21192e-05 5.00019
0.459 5.00014 5.19791e-05 5.00019
0.46 5.00014 5.18394e-05 5.00019
0.461 5.00014 5.17002e-05 5.00019
0.462 5.00014 5.15614e-05 5.00019
0.463 5.00014 5.14229e-05 5.00019
0.464 5.00014 5.12849e-05 5.00019
0.465 5.00014 5.11473e-05 5.00019
0.466 5.00014 5.101e-05 5.00019
0.467 5.00014 5.08732e-05 5.00019
0.468 5.00014 5.07368e-05 5.00019
0.469 5.00014 5.06007e-05 5.00019
0.47 5.00014 5.04651e-05 5.00019
0.471 5.00014 5.03298e-05 5.00019
0.472 5.00014 5.0195e-05 5.00019
0.473 5.00014 5.00605e-05 5.00019
0.474 5.00014 4.99264e-05 5.00019
0.475 5.00014 4.97927e-05 5.00019
0.476 5.00014 4.96594e-05 5.00019
0.477 5.00014 4.95265e-05 5.00019
0.478 5.00014 4.9394e-05 5.00019
0.479 5.00014 4.92618e-05 5.00019
0.48 5.00014 4.91301e-05 5.00019
0.481 5.00014 4.89987e-05 5.00019
0.482 5.00014 4.88677e-05 5.00019
0.483 5.00014 4.87371e-05 5.00019
0.484 5.00014 4.86068e-05 5.00019
0.485 5.00014 4.8477e-05 5.00019
0.486 5.00014 4.83475e-05 5.00019
0.487 5.00014 4.82184e-05 5.00019
0.488 5.00014 4.80896e-05 5.00019
0.489 5.00014 4.79613e-05 5.00019
0.49 5.00014 4.78333e-05 5.00019
0.491 5.00014 4.77056e-05 5.00019
0.492 5.00014 4.75784e-05 5.00019
0.493 5.00014 4.74515e-05 5.00019
0.494 5.00014 4.7325e-05 5.00019
0.495 5.00014 4.71988e-05 5.00019
0.496 5.00014 4.7073e-05 5.00019
0.497 5.00014 4.69476e-05 5.00019
0.498 5.00015 4.68225e-05 5.00019
0.499 5.00015 4.66978e-05 5.00019
0.5 5.00015 4.65734e-05 5.00019
0.501 5.00015 4.64494e-05 5.00019
0.502 5.00015 4.63258e-05 5.00019
0.503 5.00015 4.62025e-05 5.00019
0.504 5.00015 4.60796e-05 5.00019
0.505 5.00015 4.5957e-05 5.00019
0.506 5.00015 4.58348e-05 5.00019
0.507 5.00015 4.5713e-05 5.00019
0.508 5.00015 4.55915e-05 5.00019
0.509 5.00015 4.54703e-05 5.00019
0.51 5.00015 4.53495e-05 5.00019
0.511 5.00015 4.5229e-05 5.00019
0.512 5.00015 4.51089e-05 5.00019
0.513 5.00015 4.49891e-05 5.00019
0.514 5.00015 4.48697e-05 5.00019
0.515 5.00015 4.47506e-05 5.00019
0.516 5.00015 4.46319e-05 5.00019
0.517 5.00015 4.45135e-05 5.00019
0.518 5.00015 4.43954e-05 5.00019
0.519 5.00015 4.42777e-05 5.00019
0.52 5.00015 4.41603e-05 5.00019
0.521 5.00015 4.40433e-05 5.00019
0.522 5.00015 4.39265e-05 5.00019
0.523 5.00015 4.38102e-05 5.00019
0.524 5.00015 4.36941e-05 5.00019
0.525 5.00015 4.35784e-05 5.00019
0.526 5.00015 4.3463e-05 5.00019
0.527 5.00015 4.3348e-05 5.00019
0.528 5.00015 4.32333e-05 5.00019
0.529 5.00015 4.31189e-05 5.00019
0.53 5.00015 4.30048e-05 5.00019
0.531 5.00015 4.28911e-05 5.00019
0.532 5.00015 4.27777e-05 5.00019
0.533 5.00015 4.26646e-05 5.00019
0.534 5.00015 4.25518e-05 5.00019
0.535 5.00015 4.24394e-05 5.00019
0.536 5.00015 4.23273e-05 5.00019
0.537 5.00015 4.22155e-05 5.00019
0.538 5.00015 4.2104e-05 5.00019
0.539 5.00015 4.19929e-05 5.00019
0.54 5.00015 4.1882e-05 5.00019
0.541 5.00015 4.17715e-05 5.00019
0.542 5.00015 4.16613e-05 5.00019
0.543 5.00015 4.15514e-05 5.00019
0.544 5.00015 4.14418e-05 5.00019
0.545 5.00015 4.13326e-05 5.00019
0.546 5.00015 4.12236e-05 5.00019
0.547 5.00015 4.1115e-05 5.00019
0.548 5.00015 4.10067e-05 5.00019
0.549 5.00015 4.08986e-05 5.00019
0.55 5.00015 4.07909e-05 5.00019
0.551 5.00015 4.06835e-05 5.00019
0.552 5.00015 4.05764e-05 5.00019
0.553 5.00015 4.04696e-05 5.00019
0.554 5.00015 4.03631e-05 5.00019
0.555 5.00015 4.0257e-05 5.00019
0.556 5.00015 4.01511e-05 5.00019
0.557 5.00015 4.00455e-05 5.00019
0.558 5.00015 3.99402e-05 5.00019
0.559 5.00015 3.98352e-05 5.00019
0.56 5.00015 3.97306e-05 5.00019
0.561 5.00015 3.96262e-05 5.00019
0.562 5.00015 3.95221e-05 5.00019
0.563 5.00015 3.94183e-05 5.00019
0.564 5.00015 3.93148e-05 5.00019
0.565 5.00015 3.92116e-05 5.00019
0.566 5.00015 3.91087e-05 5.00019
0.567 5.00015 3.90061e-05 5.00019
0.568 5.00015 3.89037e-05 5.00019
0.569 5.00015 3.88017e-05 5.00019
0.57 5.00015 3.87e-05 5.00019
0.571 5.00015 3.85985e-05 5.00019
0.572 5.00015 3.84974e-05 5.00019
0.573 5.00015 3.83965e-05 5.00019
0.574 5.00015 3.82959e-05 5.00019
0.575 5.00015 3.81956e-05 5.00019
0.576 5.00015 3.80956e-05 5.00019
0.577 5.00015 3.79958e-05 5.00019
0.578 5.00015 3.78964e-05 5.00019
0.579 5.00015 3.77972e-05 5.00019
0.58 5.00015 3.76983e-05 5.00019
0.581 5.00015 3.75997e-05 5.00019
0.582 5.00015 3.75013e-05 5.00019
0.583 5.00015 3.74033e-05 5.00019
0.584 5.00015 3.73055e-05 5.00019
0.585 5.00015 3.7208e-05 5.00019
0.586 5.00015 3.71108e-05 5.00019
0.587 5.00015 3.70138e-05 5.00019
0.588 5.00016 3.69172e-05 5.00019
0.589 5.00016 3.68208e-05 5.00019
0.59 5.00016 3.67246e-05 5.00019
0.591 5.00016 3.66288e-05 5.00019
0.592 5.00016 3.65332e-05 5.00019
0.593 5.00016 3.64379e-05 5.00019
0.594 5.00016 3.63428e-05 5.00019
0.595 5.00016 3.62481e-05 5.00019
0.596 5.00016 3.61535e-05 5.00019
